ZAAKNAAM,ADRES,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,LOCATIE_WKT
George W B.V.,Willemsparkweg 74-H,07:00,01:00,07:00,03:00,POINT (4.8746409543197 52.3573428989857)
Ristorante Pizzeria Santa Vergine,Zeedijk 56-H,07:00,01:00,07:00,03:00,POINT (4.90078373380285 52.3748440136891)
Wheels,Wolvenstraat 4-H,07:00,01:00,07:00,03:00,POINT (4.88638462210072 52.3703352211681)
Restaurant Di Bruno,Willemsparkweg 155-H,07:00,01:00,07:00,03:00,POINT (4.87123591050148 52.3560339102634)
The Avocado Show,Willemsparkweg 152-H,07:00,01:00,07:00,03:00,POINT (4.87098429677802 52.3562125669732)
Restaurant Classico,Willemsparkweg 87-H,07:00,01:00,07:00,03:00,POINT (4.87433810131184 52.3568742334194)
The Old Quarter,Warmoesstraat 22,07:00,01:00,07:00,03:00,POINT (4.89886282451151 52.375923610961)
Mondial MS,Warmoesstraat 23,07:00,03:00,07:00,04:00,POINT (4.89898148693413 52.3758162490507)
Aneka Rasa,Warmoesstraat 25,07:00,01:00,07:00,03:00,POINT (4.89889397245791 52.3757619633561)
Empresa Pacifico B.V.,Warmoesstraat 31,07:00,01:00,07:00,03:00,POINT (4.89874821432053 52.3756624999112)
Coffeeshop Trefpunt,Zeeburgerdijk 33-H,07:00,01:00,07:00,01:00,POINT (4.92983214160757 52.366124877181)
Stichting Blauwe Zand,Waddenweg 116,07:00,01:00,07:00,03:00,POINT (4.92859119947442 52.3938825414561)
S.V. Kadoelen,Vikingpad 44,07:00,01:00,07:00,03:00,POINT (4.91539156303162 52.4152658847879)
Hotel V,Weteringschans 136,07:00,01:00,07:00,03:00,POINT (4.89796050651744 52.3591850369376)
Westerdok,Westerdoksdijk 715A,09:00,03:00,09:00,04:00,POINT (4.89123871497521 52.3892923836409)
Ah-Lung,Van Woustraat 9-H,07:00,01:00,07:00,03:00,POINT (4.89966901303418 52.3573316453233)
Eetcafé Babo,Van Woustraat 93-H,07:00,01:00,07:00,03:00,POINT (4.90174074033648 52.3544641184978)
One Love Dalloe,Wagenaarstraat 16-H,07:00,01:00,07:00,03:00,POINT (4.92496455591396 52.3626457851238)
Cafe Blek,Waalstraat 48A,07:00,01:00,07:00,03:00,POINT (4.89969000771785 52.3460522873543)
Ludo and Hedo,Van Hallstraat 222,07:00,01:00,07:00,03:00,POINT (4.87106577270054 52.379526716398)
"Snackbar ""Donar"";""Waddenweg 3",Fastfood,07:00,01:00,07:00,03:00,POINT (4.92525100206586 52.3915687787203)
Nol,Westerstraat 109-H,09:00,03:00,09:00,04:00,POINT (4.88349012413958 52.3782679636643)
Tokyo Ramen Takeichi,Vijzelstraat 135,07:00,01:00,07:00,03:00,POINT (4.89205272594893 52.3624050251387)
Ras Eetcafe,Wijttenbachstraat 16-H,07:00,01:00,07:00,03:00,POINT (4.92616602464561 52.3600440696419)
Mr Tom B.V.,Warmoesstraat 34G,07:00,01:00,07:00,03:00,POINT (4.89865901971164 52.3757609954685)
Penultimate Consultancy II B.V.,Waterlooplein 345,07:00,01:00,07:00,01:00,POINT (4.90225364970165 52.3666443933314)
Agabi Santa Maria Mex. Argen. Restaurant,Waterlooplein 361,07:00,01:00,07:00,03:00,POINT (4.90213658991796 52.3666079641301)
Amsterdam,Watertorenplein 6,07:00,01:00,07:00,03:00,POINT (4.86822055035826 52.3842147883722)
Avram,Waterlooplein 369,07:00,01:00,07:00,03:00,POINT (4.90210732500205 52.3665988568116)
Blauwbrug,Waterlooplein 403,07:00,01:00,07:00,03:00,POINT (4.90193173575876 52.3665442127495)
Family Cantarell,Weesperplein 13-H,07:00,01:00,07:00,03:00,POINT (4.90816198555024 52.3619948790715)
La Pescaria,Wijttenbachstraat 10-H,07:00,01:00,07:00,03:00,POINT (4.92591703466313 52.3599891754672)
BURGERMEESTER,Utrechtsestraat 8-H,07:00,01:00,07:00,03:00,POINT (4.89747886354304 52.3655911937036)
Meneer Nieges,Westerdoksdijk 40H,07:00,01:00,07:00,03:00,POINT (4.89257834933756 52.3877161744428)
Paradiso,Weteringschans 6,00:00,00:00,00:00,00:00,POINT (4.88395042457508 52.3622720412752)
Soenda Kelapa,Utrechtsestraat 89-H,07:00,01:00,07:00,03:00,POINT (4.89874074091128 52.362990002756)
Oosterling,Utrechtsestraat 140-H,07:00,01:00,07:00,03:00,POINT (4.8992609954074 52.3610688029694)
Bar Moustache,Utrechtsestraat 141-H,07:00,01:00,07:00,03:00,POINT (4.89940493084669 52.3613300352898)
Restaurant Bij Ons In De Jordaan,Westerstraat 76-H,07:00,01:00,07:00,03:00,POINT (4.88423398738609 52.3787204989724)
Brasserie Biscuit,Valeriusplein 4A,07:00,01:00,07:00,03:00,POINT (4.86343388947408 52.3529439009475)
Ballorig Gaasperplas B.V.,Valburgdreef 1001,07:00,01:00,07:00,03:00,POINT (4.99714815689064 52.3026794252172)
La Cacerola,Weteringstraat 41-H,07:00,01:00,07:00,03:00,POINT (4.8887648232928 52.3610431076052)
Van Vlaanderen,Weteringschans 175-H,07:00,01:00,07:00,03:00,POINT (4.89246503319264 52.3596565448113)
Café Brecht,Weteringschans 157-H,07:00,01:00,07:00,03:00,POINT (4.89008488901504 52.3598353262287)
Levant,Weteringschans 93-H,07:00,01:00,07:00,03:00,POINT (4.88735577757367 52.3610191992268)
Hotel Vondel,Vondelstraat 20-H,07:00,01:00,07:00,03:00,POINT (4.87835227956053 52.3626885351577)
Segugio B.V.,Utrechtsestraat 96A,07:00,01:00,07:00,03:00,POINT (4.89871780337091 52.3624057155234)
Mankind,Weteringstraat 60,07:00,01:00,07:00,03:00,POINT (4.8881811695369 52.3607260863214)
De Blauwe Pan,Westerstraat 200,07:00,01:00,07:00,03:00,POINT (4.88134708769682 52.3781689648349)
Yama Ramen,Westerstraat 40-H,07:00,01:00,07:00,03:00,POINT (4.88508412043699 52.3788679028752)
De Argo,Argonautenstraat 13,07:00,01:00,07:00,03:00,POINT (4.8627625911946 52.3439083597305)
Café Partisan,Admiraal De Ruijterweg 79,07:00,01:00,07:00,03:00,POINT (4.85966282987968 52.3713967051533)
LUNCHROOM JUICE BROTHERS,Admiraal De Ruijterweg 4,07:00,01:00,07:00,03:00,POINT (4.86444507781332 52.3705460915971)
Amstel Fifty Four,Amstel 54-H,09:00,03:00,09:00,04:00,POINT (4.89567334036681 52.3668869193598)
Café-Restaurant Riva B.V.,Amstelboulevard 1,07:00,01:00,07:00,03:00,POINT (4.91492104384211 52.3434805956272)
De Magere brug,Amstel 81,07:00,01:00,07:00,03:00,POINT (4.90321109594233 52.3636644323067)
Food2share,Admiraal De Ruijterweg 273A,07:00,01:00,07:00,03:00,POINT (4.8566655274041 52.378923907882)
Restaurant Syriana,Akersluis 8A,07:00,01:00,07:00,03:00,POINT (4.79268499113048 52.3421305279463)
CLUB Y.O.L.O.,Amstel 178,09:00,04:00,09:00,05:00,POINT (4.89934552094782 52.3667403119907)
Café Anno 1890,Amstelveenseweg 1124,07:00,01:00,07:00,03:00,POINT (4.85726707640409 52.3223494486913)
McDonalds MacBlauw,Albert Cuypstraat 75,07:00,01:00,07:00,03:00,POINT (4.89000647837668 52.3550356203178)
Bakken Met Passie B.V.,Albert Cuypstraat 53-H,07:00,01:00,07:00,03:00,POINT (4.88896668025286 52.3548245391397)
Restaurant Elkaar,Alexanderplein 6,07:00,01:00,07:00,03:00,POINT (4.91921785560883 52.3632613532775)
Coffeeshop Happy Days,Amsteldijk 139-H,07:00,01:00,07:00,03:00,POINT (4.9112337499187 52.3465935321965)
De Fluiter,Admiraal De Ruijterweg 270,07:00,01:00,07:00,03:00,POINT (4.85685225325421 52.3792752583003)
Park Café De Hop 2.0,Amstelpark 12,07:00,21:00,07:00,21:00,POINT (4.89494709946145 52.3290730043815)
Nel,Amstelveld 12,07:00,01:00,07:00,03:00,POINT (4.89670890728227 52.3621907057228)
Absolute Taste,Hoogoorddreef 7,07:00,01:00,07:00,03:00,POINT (4.94634721762771 52.308639770421)
Café de Groene Vlinder,Albert Cuypstraat 130A-H,07:00,01:00,07:00,03:00,POINT (4.8929241402704 52.3553354266374)
Café Marcella,Amstelveld 21,07:00,01:00,07:00,03:00,POINT (4.89827937739939 52.36222415639)
Pub Arena,Arena boulevard 77,07:00,01:00,07:00,03:00,POINT (4.94256499351395 52.3129576894273)
Hotel Nelly' Inn B.V.,Warmoesstraat 115,07:00,03:00,07:00,04:00,POINT (4.89656251623055 52.3741166036798)
De Heilige Zeug,Warmoesstraat 121,07:00,04:00,07:00,04:00,POINT (4.89641637144384 52.3740530859183)
W36 Sham Restaurant,Warmoesstraat 36-H,07:00,01:00,07:00,03:00,POINT (4.89858589362403 52.3757337314809)
Restaurant Da Giorgio,Warmoesstraat 38,07:00,01:00,07:00,03:00,POINT (4.89854223557205 52.3756976013532)
Hot Or Not,Warmoesstraat 60-H,07:00,01:00,07:00,03:00,POINT (4.89791565283017 52.3752546272548)
Pepe,Westerstraat 144-H,07:00,01:00,07:00,03:00,POINT (4.88250467388544 52.3783985865354)
New Season,Warmoesstraat 39,07:00,01:00,07:00,03:00,POINT (4.8985733845229 52.3755359538242)
Evean Twiskehuis,Watermanstraat 2,07:00,01:00,07:00,03:00,POINT (4.88038562572198 52.4160831656453)
Spaans Restaurant La Paella V.O.F.,Warmoesstraat 41,07:00,01:00,07:00,03:00,POINT (4.89852962778313 52.3755088108333)
De Burgerfabriek,Warmoesstraat 73-H,07:00,01:00,07:00,03:00,POINT (4.89772812372362 52.3749482764478)
The Tribe,Warmoesstraat 79-H,07:00,01:00,07:00,03:00,POINT (4.89756758753451 52.3748577380586)
Dirty Dick's,Warmoesstraat 86,09:00,03:00,09:00,04:00,POINT (4.89714313280292 52.3747301586671)
The Fritz,Weteringschans 69A,00:00,00:00,00:00,00:00,POINT (4.88616104987452 52.3615174604558)
Sweetness,Warmoesstraat 53-H,07:00,01:00,07:00,03:00,POINT (4.89825260195272 52.3753279177032)
Camping Zeeburg,Zuider IJdijk 20,07:00,01:00,07:00,03:00,POINT (4.95951211234949 52.3653279401601)
Holiday Inn Express Amsterdam Sloterdijk,Zaventemweg 3,07:00,01:00,07:00,03:00,POINT (4.83764842627157 52.3882832341057)
Buurthuis Gein,Wisseloord 83,07:00,01:00,07:00,03:00,POINT (4.98704865758353 52.2959409159433)
Bar Evert-Jan,Witte de Withstraat 188-H,07:00,01:00,07:00,03:00,POINT (4.85913509548344 52.3713224551962)
G-Spot Café,Wisseloord 91,07:00,01:00,07:00,03:00,POINT (4.98711879856766 52.2962916727033)
Palmyra Castle Levant Cuisine,Witte de Withstraat 125-H,07:00,01:00,07:00,03:00,POINT (4.85894257298484 52.370225112143)
Maccheroni,Wittenburgergracht 143,07:00,01:00,07:00,03:00,POINT (4.91870578787035 52.3700539256231)
Het Elfde Gebod,Zeedijk 5D,07:00,01:00,07:00,03:00,POINT (4.90026968866255 52.3761900360573)
Maleis Restaurant Wau,Zeedijk 35,07:00,01:00,07:00,03:00,POINT (4.90106994214594 52.3755282413407)
T&J's Wijncafé,Zocherstraat 2,07:00,01:00,07:00,03:00,POINT (4.85729719948363 52.3579856433635)
Dum Dum Palace,Zeedijk 37A,07:00,01:00,07:00,03:00,POINT (4.9011288767734 52.3755105078711)
Restaurant De Portugees,Zeedijk 39A,07:00,01:00,07:00,03:00,POINT (4.90115893422999 52.37544771825)
café De Kroegtijger,Zeedijk 134A,07:00,01:00,07:00,03:00,POINT (4.90014147263555 52.3731517169947)
De Barderij,Zeedijk 14A,07:00,01:00,07:00,03:00,POINT (4.90050858346053 52.3758315150026)
Club San Francisco,Zeedijk 40-H,09:00,04:00,09:00,05:00,POINT (4.90098547592471 52.3751953556535)
Spuntino Ristorante Pizzeria,Zeilstraat 32-H,07:00,01:00,07:00,03:00,POINT (4.8546055618544 52.3510800713817)
Eetcafé Fijnkost,Zocherstraat 10,07:00,01:00,07:00,03:00,POINT (4.85752166359618 52.3576271419192)
Einde van de Wereld,Javakade 61,07:00,01:00,07:00,03:00,POINT (4.93215462839248 52.3773233034198)
Hofje van Wijs,Zeedijk 43A,07:00,01:00,07:00,03:00,POINT (4.9012046595328 52.3752951173513)
Casablanca Variete,Zeedijk 24A,07:00,01:00,07:00,03:00,POINT (4.90076107600627 52.3755719122753)
La Santa Maria International Dinner,Zeedijk 23,07:00,01:00,07:00,03:00,POINT (4.90081804222978 52.3757339218616)
Casablanca,Zeedijk 26E,09:00,03:00,09:00,04:00,POINT (4.90083508899905 52.3755182906171)
Braziliaans Grill Restaurant Rodizio.nl,Zeedijk 28A,07:00,01:00,07:00,03:00,POINT (4.90086475319788 52.3754914496534)
Automatiek Febo B.V.,Vuurwerkerweg 15,07:00,01:00,07:00,03:00,POINT (4.90755959787599 52.4001085676252)
Café Betondorp,Brinkstraat 123,07:00,01:00,07:00,03:00,POINT (4.94495192386602 52.3413226184832)
Kiplekker De Beste,Waddenweg 2,07:00,01:00,07:00,03:00,POINT (4.92528580620594 52.3910476393853)
Cedar¿S Café-Restaurant,Heemstedestraat 80,07:00,01:00,07:00,03:00,POINT (4.8444094544414 52.3519146056733)
Gill¿s Fastfood,Hageland 93,07:00,01:00,07:00,03:00,POINT (4.81110111224296 52.3455289432632)
Cafecampo BV,Hannie Dankbaarpassage 10,07:00,01:00,07:00,01:00,POINT (4.86873402892087 52.3666553256035)
Filmhallen BV,Hannie Dankbaarpassage 12,07:00,01:00,07:00,03:00,POINT (4.86861689178604 52.3666278505026)
Beefsteak Club B.V.,Goudsbloemstraat 207-H,07:00,04:00,07:00,04:00,POINT (4.88116281389776 52.3801634151393)
Coffeeshop Ibiza,Hemonystraat 16-H,07:00,01:00,07:00,03:00,POINT (4.90206052368388 52.3574403214373)
L'Angoletto,Hemonystraat 18-H,07:00,01:00,07:00,03:00,POINT (4.90216494098415 52.3572879597341)
Pizza Doner Plaza Mercator,Jan Evertsenstraat 113-H,07:00,01:00,07:00,03:00,POINT (4.85259870182266 52.370277565288)
Lucca Due,Haarlemmerstraat 130,07:00,01:00,07:00,03:00,POINT (4.89012578883091 52.3811090692087)
Green House Munchies,Haarlemmerstraat 62-H,07:00,01:00,07:00,03:00,POINT (4.89223534689231 52.3802730648572)
Foodhallen Amsterdam BV,Hannie Dankbaarpassage 16,07:00,01:00,07:00,03:00,POINT (4.86833563445251 52.3668243468267)
't Baasje,Hoofdweg 302,07:00,01:00,07:00,03:00,POINT (4.8519235624071 52.3690342313764)
Mondiaal M.K. Lunch/Restaurant,Haringpakkerssteeg 6,07:00,01:00,07:00,03:00,POINT (4.89728066650413 52.3769057142891)
De Hallen Studios B.V.,Hannie Dankbaarpassage 18,07:00,01:00,07:00,03:00,POINT (4.86817476753699 52.3667697171262)
Sabba,Halvemaansteeg 21,07:00,03:00,07:00,04:00,POINT (4.89595686274968 52.3664746662332)
T Blaauwhooft,Hendrik Jonkerplein 1,07:00,01:00,07:00,03:00,POINT (4.88892083127068 52.3837822987645)
Bagels & Beans,Haarlemmerdijk 122,07:00,03:00,07:00,04:00,POINT (4.88614982334739 52.3833392207239)
Kentucky Fried Chicken Dappermarkt,Eerste Van Swindenstraat 371,07:00,01:00,07:00,03:00,POINT (4.92759037062785 52.3628447346066)
Maris Piper B.V.,Frans Halsstraat 76,07:00,01:00,07:00,03:00,POINT (4.88842900578947 52.3556491372901)
Terrasmus,Erasmuspark 1,07:00,01:00,07:00,03:00,POINT (4.85027672305533 52.3740867974494)
"VOF Ind. Restaurant ""Moksie"";""Ferdinand Bolstraat 21A",Restaurant,07:00,01:00,07:00,03:00,POINT (4.89068448043477 52.3560989994167)
Café-Koffiehuis Mazzeltof,Ferdinand Bolstraat 40-H,09:00,03:00,09:00,04:00,POINT (4.89039081916703 52.3561067565061)
The Buss,Ecuplein 6,07:00,01:00,07:00,03:00,POINT (4.78526632090625 52.3492382980036)
Kreeftenbar Amsterdam,Europaboulevard 7,07:00,01:00,07:00,03:00,POINT (4.89290107091782 52.3402541075229)
Barasti  VOF,Ferdinand Bolstraat 149-H,07:00,00:00,07:00,01:00,POINT (4.8915572738269 52.3515459366651)
Hotel Mosaic City Centre,Eerste Constantijn Huygensstraat 10G,07:00,01:00,07:00,03:00,POINT (4.87337876103856 52.364940943001)
Steakhouse Pizzeria Oost,Eerste Oosterparkstraat 119B,07:00,01:00,07:00,03:00,POINT (4.91165396396686 52.3566972796922)
Saarein,Elandsstraat 119-H,07:00,01:00,07:00,03:00,POINT (4.8802770199419 52.3702733133962)
Stoop Eten & Drinken,Buys Ballotstraat 2-H,07:00,01:00,07:00,03:00,POINT (4.9378565267433 52.3522697768108)
Café Felix,Bos en Lommerweg 218,07:00,01:00,07:00,03:00,POINT (4.85274858301148 52.3797871000661)
BISTRO BOS,Bos en Lommerweg 77,07:00,01:00,07:00,03:00,POINT (4.85593542009587 52.3822550254457)
V.V.G.A.,Wembleylaan 5,07:00,01:00,07:00,03:00,POINT (4.94851449857162 52.3446163353763)
La Perla Plaza,Burgemeester De Vlugtlaan 188,07:00,01:00,07:00,03:00,POINT (4.82207497479179 52.3815682306242)
Birtat Restaurant,Bos en Lommerweg 242,07:00,01:00,07:00,03:00,POINT (4.84831275000836 52.3786166151826)
Roots 66,Burgemeester De Vlugtlaan 59,07:00,01:00,07:00,03:00,POINT (4.83241139347771 52.3794869815011)
Halal Fried Chicken,Burgemeester De Vlugtlaan 60,07:00,01:00,07:00,03:00,POINT (4.83190590072119 52.3799789324937)
Oba Pizzeria Afhaalcentrum,Burgemeester De Vlugtlaan 117,07:00,01:00,07:00,03:00,POINT (4.82848241161747 52.3800976656742)
ileven B.V.,Burgemeester Rendorpstraat 11,07:00,01:00,07:00,01:00,POINT (4.82657776434812 52.3739142009439)
Coffeeshop 137,Brouwersgracht 137-H,07:00,01:00,07:00,01:00,POINT (4.88630390600645 52.3813985626817)
EspressobarTazzina Amsterdam,Brouwersgracht 139-H,07:00,03:00,07:00,04:00,POINT (4.88605261452802 52.3815413016065)
Tiba Cafetaria,Camperstraat 56,07:00,01:00,07:00,03:00,POINT (4.91356733420146 52.3575947119536)
Café Black & White,Borgerstraat 228,07:00,01:00,07:00,03:00,POINT (4.86127797119092 52.3639621551042)
Café Toussaint,Bosboom Toussaintstraat 26-H,07:00,01:00,07:00,03:00,POINT (4.87624733422245 52.3657262740162)
Bakkerij 'De Lekkernij',Brinkstraat 157,06:00,22:00,06:00,22:00,POINT (4.94366803073029 52.3405808358541)
Musashi Sushi & Grill,Buikslotermeerplein 110,07:00,01:00,07:00,03:00,POINT (4.93625892842431 52.3983247991612)
Steakhouse San Pedro,Haarlemmerstraat 83-H,07:00,01:00,07:00,03:00,POINT (4.89135348294586 52.3803322932018)
De Blauwe Druif,Haarlemmerstraat 91-H,07:00,01:00,07:00,03:00,POINT (4.89105885833661 52.380411948682)
Kapitein Zeppos,Gebed Zonder End 5,07:00,01:00,07:00,03:00,POINT (4.89377912740478 52.3695483587612)
Stevens,Geldersekade 123,07:00,01:00,07:00,03:00,POINT (4.90112882070026 52.3728322171018)
Comedy Café,IJdok 89,07:00,01:00,07:00,03:00,POINT (4.89490602959159 52.3844544000764)
Tempura,Plantage Kerklaan 26-H,07:00,01:00,07:00,03:00,POINT (4.91162808373102 52.3659723542492)
Waroeng Adji,Johan Huizingalaan 264,07:00,01:00,07:00,03:00,POINT (4.82700093898563 52.3543321737088)
Steakhouse Pizzeria Huizingalaan,Johan Huizingalaan 266,07:00,01:00,07:00,03:00,POINT (4.82698671479469 52.3542961559081)
Coffee to Walk,Plantage Middenlaan 44A,07:00,01:00,07:00,03:00,POINT (4.91253823061975 52.3659849896726)
Schietvereniging Contact Oud Mariniers,Korte Papaverweg 14,07:00,01:00,07:00,03:00,POINT (4.911429829779 52.3940755730094)
Dansschool Eddy Spier,Korte Papaverweg 17,07:00,01:00,07:00,03:00,POINT (4.9111934304606 52.394200449405)
Lancaster,Plantage Middenlaan 48,07:00,01:00,07:00,03:00,POINT (4.91289183032998 52.365869566673)
Bagels en Beans IJdok,IJdok 49,07:00,03:00,07:00,04:00,POINT (4.89503751893556 52.3845178586079)
Bon Appetit,Johan Huizingalaan 300,07:00,01:00,07:00,03:00,POINT (4.82702501838665 52.3535863129703)
Café Eik en Linde,Plantage Middenlaan 22A,09:00,03:00,09:00,04:00,POINT (4.91099090924702 52.3665180377681)
Eethuis Medina,Johan Huizingalaan 294,07:00,01:00,07:00,03:00,POINT (4.82702365907422 52.3536941582951)
San Lok,Johan Huizingalaan 306,07:00,01:00,07:00,03:00,POINT (4.82701226702811 52.3534334627263)
Café Petit Restaurant Het Plein,Louis Bouwmeesterstraat 377,07:00,01:00,07:00,03:00,POINT (4.82250042745595 52.3550388184241)
Café Huizinga (Favea B.V.),Johan Huizingalaan 330,07:00,01:00,07:00,03:00,POINT (4.82703306082982 52.3529482280697)
Zirve Restaurant,Plantage Middenlaan 32-H,07:00,03:00,07:00,04:00,POINT (4.91200777954663 52.3661626157752)
Coffeecompany Plantage Muidergracht,Plantage Muidergracht 69-H,07:00,03:00,07:00,04:00,POINT (4.91064723034216 52.3657077757664)
Artis,Plantage Kerklaan 38,07:00,01:00,07:00,03:00,POINT (4.91258658548719 52.3669558401439)
St. Bouw-Expl. Klubhuis A.S.V. Swift,Plantage Parklaan 20A,07:00,01:00,07:00,03:00,POINT (4.90975437654049 52.368184750709)
De Plantage,Plantage Kerklaan 36,07:00,01:00,07:00,03:00,POINT (4.91239774121619 52.3667663451037)
Burgermeester,Plantage Kerklaan 37-H,07:00,03:00,07:00,04:00,POINT (4.91198521424685 52.3668995055429)
Borrl Kitchen,Plantage Kerklaan 41,07:00,01:00,07:00,03:00,POINT (4.91204317173629 52.3669716383682)
Brasserie 't Siertje,Sierplein 2,07:00,01:00,07:00,03:00,POINT (4.82657036051238 52.355885000207)
Schietvereniging John Wesley Hardin,Papaverweg 15,07:00,01:00,07:00,03:00,POINT (4.91130806493248 52.3944705344273)
Mediteranee Restaurant,Papaverhoek 31,07:00,01:00,07:00,03:00,POINT (4.91186278770267 52.3934302091096)
Restaurant Semai,Papaverhoek 35,09:00,03:00,09:00,04:00,POINT (4.91193527742999 52.3935203746402)
Starbucks/Servex,Zuidplein 11,07:00,01:00,07:00,03:00,POINT (4.8734514999665 52.3396051595599)
Snackbar Sabrine,Plantage Kerklaan 49A-H,07:00,03:00,07:00,04:00,POINT (4.91224650490327 52.3671791671398)
Westpoort Studio,Transformatorweg 29,07:00,01:00,07:00,03:00,POINT (4.85270956797799 52.3915696082538)
Palorma,Plantage Kerklaan 28-H,07:00,01:00,07:00,03:00,POINT (4.91167164670066 52.3660174668339)
Pizzaria / Steakhouse La Roma,Plantage Kerklaan 32-H,07:00,01:00,07:00,03:00,POINT (4.9117296025358 52.3660895998268)
Julia's (station Amsterdam Zuid),Spoorslag 21,07:00,01:00,07:00,03:00,POINT (4.8733505312933 52.3381846730731)
Mesken,Sumatrastraat 35-H,07:00,01:00,07:00,03:00,POINT (4.93577506085878 52.3635592427194)
Coffeeshop The Dream,Witte de Withstraat 30A-H,07:00,01:00,07:00,01:00,POINT (4.85952196608398 52.3659495987791)
Desmet,Plantage Middenlaan 4A,07:00,04:00,07:00,04:00,POINT (4.9097234689525 52.3669623177141)
TRIMAT BV Coffeeshop DNA,Achillesstraat 104,07:00,01:00,07:00,01:00,POINT (4.86417253711144 52.3450560213316)
Smulhoek,Aalbersestraat 258,07:00,01:00,07:00,03:00,POINT (4.79821824135437 52.3808140254257)
Restaurant Helder,Aalsmeerweg 96-H,07:00,01:00,07:00,03:00,POINT (4.84746442775626 52.348117796582)
Coffee Blends,Tussen Meer 52,07:00,01:00,07:00,03:00,POINT (4.8015063358727 52.3586758126625)
Buon Giorno 5,Baarsjesweg 211,07:00,01:00,07:00,03:00,POINT (4.85982828641189 52.3648814377286)
Japans Restaurant Umeno,Agamemnonstraat 27,07:00,01:00,07:00,03:00,POINT (4.86379661252101 52.344578016637)
Café Schinkelhaven,Amstelveenseweg 126-H,07:00,01:00,07:00,03:00,POINT (4.85526786053527 52.3546061962369)
Merkur,Amstel 28,07:00,01:00,07:00,03:00,POINT (4.89505661321806 52.3668933482337)
Club Air,Amstelstraat 24,09:00,04:00,09:00,08:00,POINT (4.89945529813276 52.3661026461544)
Club Abe,Amstelstraat 30,09:00,04:00,09:00,05:00,POINT (4.89970507847537 52.3660856984471)
Parie,Afrikanerplein 14,07:00,01:00,07:00,03:00,POINT (4.91659953347576 52.3526546291909)
"Syriana (8a, b, c)",Akersluis 8C,07:00,01:00,07:00,03:00,POINT (4.79269954419739 52.3421395886425)
Hooischip,Amstel 31,07:00,01:00,07:00,03:00,POINT (4.90177073022689 52.3664986157146)
Vapiano Pasta Pizza Bar,Amstelstraat 2,07:00,01:00,07:00,03:00,POINT (4.89783955702375 52.3661678879107)
EHM Hotel Amsterdam Apollo B.V.,Apollolaan 2,07:00,01:00,07:00,03:00,POINT (4.88474214894024 52.3480839702526)
